run_id,phase,model,combo_id,version,repeat_idx,array_size,sram_kb,interface_bandwidth,dataflow,ifmap_offset,filter_offset,ofmap_offset,rng_seed,wall_seconds,returncode,status,timed_out,total_cycles,total_cycles_incl_prefetch,num_layers_reported,topology_file,config_path,output_dir,log_path,numpy_version,hostname,python_version,cpu_model,timestamp
alexnet__anchor__vanilla__rep1,main_grid,alexnet,anchor,vanilla,1,32,64,CALC,ws,0,10000000,20000000,40,157.467,0,ok,False,1136239,1156844,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__anchor__vanilla__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__anchor__vanilla__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__anchor__vanilla__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:00:37.677460+00:00
alexnet__anchor__optimized__rep1,main_grid,alexnet,anchor,optimized,1,32,64,CALC,ws,0,10000000,20000000,40,93.382,0,ok,False,1136239,1156844,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__anchor__optimized__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__anchor__optimized__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__anchor__optimized__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:02:11.199638+00:00
googlenet__grid_a64_s16_calc__vanilla__rep1,main_grid,googlenet,grid_a64_s16_calc,vanilla,1,64,16,CALC,ws,0,10000000,20000000,40,131.507,0,ok,False,714911,766204,58,/data/grizos/SCALE-Sim/topologies/conv_nets/Googlenet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/googlenet__grid_a64_s16_calc__vanilla__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/googlenet__grid_a64_s16_calc__vanilla__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/googlenet__grid_a64_s16_calc__vanilla__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:04:39.980473+00:00
alexnet__anchor__vanilla__rep2,main_grid,alexnet,anchor,vanilla,2,32,64,CALC,ws,0,10000000,20000000,40,159.003,0,ok,False,1136239,1156844,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__anchor__vanilla__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__anchor__vanilla__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__anchor__vanilla__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:07:37.353468+00:00
alexnet__anchor__optimized__rep2,main_grid,alexnet,anchor,optimized,2,32,64,CALC,ws,0,10000000,20000000,40,95.591,0,ok,False,1136239,1156844,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__anchor__optimized__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__anchor__optimized__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__anchor__optimized__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:09:13.081640+00:00
alexnet__anchor__vanilla__rep3,main_grid,alexnet,anchor,vanilla,3,32,64,CALC,ws,0,10000000,20000000,40,159.653,0,ok,False,1136239,1156844,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__anchor__vanilla__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__anchor__vanilla__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__anchor__vanilla__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:11:52.874520+00:00
alexnet__anchor__optimized__rep3,main_grid,alexnet,anchor,optimized,3,32,64,CALC,ws,0,10000000,20000000,40,92.431,0,ok,False,1136239,1156844,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__anchor__optimized__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__anchor__optimized__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__anchor__optimized__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:13:25.464559+00:00
alexnet__grid_a16_s16_calc__vanilla__rep1,main_grid,alexnet,grid_a16_s16_calc,vanilla,1,16,16,CALC,ws,0,10000000,20000000,40,508.303,0,ok,False,3823825,3829794,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_calc__vanilla__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s16_calc__vanilla__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s16_calc__vanilla__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:21:53.909071+00:00
alexnet__grid_a16_s16_calc__optimized__rep1,main_grid,alexnet,grid_a16_s16_calc,optimized,1,16,16,CALC,ws,0,10000000,20000000,40,218.555,0,ok,False,3823825,3829794,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_calc__optimized__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s16_calc__optimized__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s16_calc__optimized__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:25:32.725193+00:00
alexnet__grid_a16_s16_calc__vanilla__rep2,main_grid,alexnet,grid_a16_s16_calc,vanilla,2,16,16,CALC,ws,0,10000000,20000000,40,503.628,0,ok,False,3823825,3829794,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_calc__vanilla__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s16_calc__vanilla__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s16_calc__vanilla__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:33:56.619589+00:00
alexnet__grid_a16_s16_calc__optimized__rep2,main_grid,alexnet,grid_a16_s16_calc,optimized,2,16,16,CALC,ws,0,10000000,20000000,40,217.395,0,ok,False,3823825,3829794,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_calc__optimized__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s16_calc__optimized__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s16_calc__optimized__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:37:34.224135+00:00
alexnet__grid_a16_s16_calc__vanilla__rep3,main_grid,alexnet,grid_a16_s16_calc,vanilla,3,16,16,CALC,ws,0,10000000,20000000,40,511.531,0,ok,False,3823825,3829794,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_calc__vanilla__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s16_calc__vanilla__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s16_calc__vanilla__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:46:06.021172+00:00
alexnet__grid_a16_s16_calc__optimized__rep3,main_grid,alexnet,grid_a16_s16_calc,optimized,3,16,16,CALC,ws,0,10000000,20000000,40,224.194,0,ok,False,3823825,3829794,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_calc__optimized__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s16_calc__optimized__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s16_calc__optimized__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T16:49:50.482478+00:00
alexnet__grid_a16_s16_user__vanilla__rep1,main_grid,alexnet,grid_a16_s16_user,vanilla,1,16,16,USER,ws,0,10000000,20000000,40,5400.053,,timeout,True,,,,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_user__vanilla__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s16_user__vanilla__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s16_user__vanilla__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T18:19:50.757319+00:00
alexnet__grid_a16_s16_user__optimized__rep1,main_grid,alexnet,grid_a16_s16_user,optimized,1,16,16,USER,ws,0,10000000,20000000,40,1212.13,0,ok,False,245812832,245822789,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_user__optimized__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s16_user__optimized__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s16_user__optimized__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T18:40:02.938066+00:00
alexnet__grid_a16_s16_user__vanilla__rep2,main_grid,alexnet,grid_a16_s16_user,vanilla,2,16,16,USER,ws,0,10000000,20000000,40,5400.051,,timeout,True,,,,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_user__vanilla__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s16_user__vanilla__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s16_user__vanilla__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T20:10:06.642521+00:00
alexnet__grid_a16_s16_user__optimized__rep2,main_grid,alexnet,grid_a16_s16_user,optimized,2,16,16,USER,ws,0,10000000,20000000,40,1154.641,0,ok,False,245812832,245822789,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_user__optimized__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s16_user__optimized__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s16_user__optimized__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T20:29:21.329723+00:00
alexnet__grid_a16_s16_user__vanilla__rep3,main_grid,alexnet,grid_a16_s16_user,vanilla,3,16,16,USER,ws,0,10000000,20000000,40,5400.049,,timeout,True,,,,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_user__vanilla__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s16_user__vanilla__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s16_user__vanilla__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T21:59:25.321336+00:00
alexnet__grid_a16_s16_user__optimized__rep3,main_grid,alexnet,grid_a16_s16_user,optimized,3,16,16,USER,ws,0,10000000,20000000,40,1184.314,0,ok,False,245812832,245822789,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s16_user__optimized__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s16_user__optimized__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s16_user__optimized__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T22:19:09.683021+00:00
alexnet__grid_a16_s256_calc__vanilla__rep1,main_grid,alexnet,grid_a16_s256_calc,vanilla,1,16,256,CALC,ws,0,10000000,20000000,40,336.979,0,ok,False,3823825,3925212,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_calc__vanilla__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s256_calc__vanilla__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s256_calc__vanilla__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T22:24:49.624133+00:00
alexnet__grid_a16_s256_calc__optimized__rep1,main_grid,alexnet,grid_a16_s256_calc,optimized,1,16,256,CALC,ws,0,10000000,20000000,40,200.745,0,ok,False,3823825,3925212,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_calc__optimized__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s256_calc__optimized__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s256_calc__optimized__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T22:28:10.587714+00:00
alexnet__grid_a16_s256_calc__vanilla__rep2,main_grid,alexnet,grid_a16_s256_calc,vanilla,2,16,256,CALC,ws,0,10000000,20000000,40,334.679,0,ok,False,3823825,3925212,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_calc__vanilla__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s256_calc__vanilla__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s256_calc__vanilla__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T22:33:45.479637+00:00
alexnet__grid_a16_s256_calc__optimized__rep2,main_grid,alexnet,grid_a16_s256_calc,optimized,2,16,256,CALC,ws,0,10000000,20000000,40,195.665,0,ok,False,3823825,3925212,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_calc__optimized__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s256_calc__optimized__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s256_calc__optimized__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T22:37:01.360684+00:00
alexnet__grid_a16_s256_calc__vanilla__rep3,main_grid,alexnet,grid_a16_s256_calc,vanilla,3,16,256,CALC,ws,0,10000000,20000000,40,337.772,0,ok,False,3823825,3925212,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_calc__vanilla__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s256_calc__vanilla__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s256_calc__vanilla__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T22:42:39.311714+00:00
alexnet__grid_a16_s256_calc__optimized__rep3,main_grid,alexnet,grid_a16_s256_calc,optimized,3,16,256,CALC,ws,0,10000000,20000000,40,192.617,0,ok,False,3823825,3925212,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_calc__optimized__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s256_calc__optimized__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s256_calc__optimized__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T22:45:52.161550+00:00
alexnet__grid_a16_s256_user__vanilla__rep1,main_grid,alexnet,grid_a16_s256_user,vanilla,1,16,256,USER,ws,0,10000000,20000000,40,531.39,0,ok,False,9309274,9461205,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_user__vanilla__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s256_user__vanilla__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s256_user__vanilla__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T22:54:43.725902+00:00
alexnet__grid_a16_s256_user__optimized__rep1,main_grid,alexnet,grid_a16_s256_user,optimized,1,16,256,USER,ws,0,10000000,20000000,40,271.602,0,ok,False,9309274,9461205,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_user__optimized__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s256_user__optimized__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s256_user__optimized__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T22:59:15.662876+00:00
alexnet__grid_a16_s256_user__vanilla__rep2,main_grid,alexnet,grid_a16_s256_user,vanilla,2,16,256,USER,ws,0,10000000,20000000,40,527.316,0,ok,False,9309274,9461205,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_user__vanilla__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s256_user__vanilla__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s256_user__vanilla__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T23:08:03.314143+00:00
alexnet__grid_a16_s256_user__optimized__rep2,main_grid,alexnet,grid_a16_s256_user,optimized,2,16,256,USER,ws,0,10000000,20000000,40,274.482,0,ok,False,9309274,9461205,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_user__optimized__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s256_user__optimized__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s256_user__optimized__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T23:12:38.133538+00:00
alexnet__grid_a16_s256_user__vanilla__rep3,main_grid,alexnet,grid_a16_s256_user,vanilla,3,16,256,USER,ws,0,10000000,20000000,40,525.939,0,ok,False,9309274,9461205,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_user__vanilla__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a16_s256_user__vanilla__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a16_s256_user__vanilla__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T23:21:24.409509+00:00
alexnet__grid_a16_s256_user__optimized__rep3,main_grid,alexnet,grid_a16_s256_user,optimized,3,16,256,USER,ws,0,10000000,20000000,40,275.537,0,ok,False,9309274,9461205,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a16_s256_user__optimized__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a16_s256_user__optimized__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a16_s256_user__optimized__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T23:26:00.282002+00:00
alexnet__grid_a64_s16_calc__vanilla__rep1,main_grid,alexnet,grid_a64_s16_calc,vanilla,1,64,16,CALC,ws,0,10000000,20000000,40,80.142,0,ok,False,382979,387422,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a64_s16_calc__vanilla__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a64_s16_calc__vanilla__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a64_s16_calc__vanilla__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T23:27:20.758828+00:00
alexnet__grid_a64_s16_calc__optimized__rep1,main_grid,alexnet,grid_a64_s16_calc,optimized,1,64,16,CALC,ws,0,10000000,20000000,40,47.069,0,ok,False,382979,387422,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a64_s16_calc__optimized__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a64_s16_calc__optimized__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a64_s16_calc__optimized__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T23:28:07.914197+00:00
alexnet__grid_a64_s16_calc__vanilla__rep2,main_grid,alexnet,grid_a64_s16_calc,vanilla,2,64,16,CALC,ws,0,10000000,20000000,40,76.585,0,ok,False,382979,387422,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a64_s16_calc__vanilla__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a64_s16_calc__vanilla__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a64_s16_calc__vanilla__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T23:29:24.588073+00:00
alexnet__grid_a64_s16_calc__optimized__rep2,main_grid,alexnet,grid_a64_s16_calc,optimized,2,64,16,CALC,ws,0,10000000,20000000,40,45.415,0,ok,False,382979,387422,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a64_s16_calc__optimized__rep2.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a64_s16_calc__optimized__rep2,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a64_s16_calc__optimized__rep2.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T23:30:10.092229+00:00
alexnet__grid_a64_s16_calc__vanilla__rep3,main_grid,alexnet,grid_a64_s16_calc,vanilla,3,64,16,CALC,ws,0,10000000,20000000,40,78.37,0,ok,False,382979,387422,5,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a64_s16_calc__vanilla__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a64_s16_calc__vanilla__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a64_s16_calc__vanilla__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T23:31:28.549345+00:00
alexnet__grid_a64_s16_calc__optimized__rep3,main_grid,alexnet,grid_a64_s16_calc,optimized,3,64,16,CALC,ws,0,10000000,20000000,40,45.058,0,ok,False,382979,387422,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a64_s16_calc__optimized__rep3.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a64_s16_calc__optimized__rep3,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a64_s16_calc__optimized__rep3.log,1.24.4,wil,3.8.10,x86_64,2026-09-18T23:32:13.695101+00:00
alexnet__grid_a64_s16_user__vanilla__rep1,main_grid,alexnet,grid_a64_s16_user,vanilla,1,64,16,USER,ws,0,10000000,20000000,40,5400.049,,timeout,True,,,,/data/grizos/SCALE-Sim/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a64_s16_user__vanilla__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/vanilla/alexnet__grid_a64_s16_user__vanilla__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/vanilla/alexnet__grid_a64_s16_user__vanilla__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-19T01:02:13.826993+00:00
alexnet__grid_a64_s16_user__optimized__rep1,main_grid,alexnet,grid_a64_s16_user,optimized,1,64,16,USER,ws,0,10000000,20000000,40,322.407,0,ok,False,63109240,63119092,5,/data/grizos/Scale-Sim-SPM/topologies/conv_nets/alexnet.csv,/data/grizos/Scale-Sim-SPM/benchmarks/results/cfgs/alexnet__grid_a64_s16_user__optimized__rep1.cfg,/data/grizos/Scale-Sim-SPM/benchmarks/results/runs/optimized/alexnet__grid_a64_s16_user__optimized__rep1,/data/grizos/Scale-Sim-SPM/benchmarks/results/logs/optimized/alexnet__grid_a64_s16_user__optimized__rep1.log,1.24.4,wil,3.8.10,x86_64,2026-09-19T01:07:36.666347+00:00
